F1717 Note: Use distance between fixtures as endpoint, NOT distance between test blocks (rotation of the test blocks causes the test to run past the distance between test blocks)
3.404,1,1,,-22.726164,-12328.625,-4.8740453
3.408,1,1,,-22.725734,-12345.205,-4.8743886
3.412,1,1,,-22.725481,-12359.12,-4.8749715
3.416,1,1,,-22.726834,-12374.303,-4.8737013
3.42,1,1,,-22.726682,-12388.73,-4.8739082
3.424,1,1,,-22.728482,-12402.445,-4.8744553
3.428,1,1,,-22.728107,-12420.982,-4.8750621
3.432,1,1,,-22.728163,-12440.291,-4.8743975
3.436,1,1,,-22.730211,-12461.004,-4.8732096
3.44,1,1,,-22.730524,-12483.332,-4.8739958
3.444,1,1,,-22.731513,-12507.764,-4.8756069
3.448,1,1,,-22.731635,-12538.642,-4.874177
3.452,1,1,,-22.73258,-12575.516,-4.8736352
3.456,1,1,,-22.73362,-12618.126,-4.8739558
3.46,1,1,,-22.73539,-12665.677,-4.8750114
3.464,1,1,,-22.736922,-12717.625,-4.8738891
3.468,1,1,,-22.738204,-12768.513,-4.874531
3.472,1,1,,-22.738216,-12813.869,-4.8755938
3.476,1,1,,-22.739515,-12858.355,-4.8754215
3.48,1,1,,-22.741083,-12899.598,-4.8753369
3.484,1,1,,-22.742677,-12938.207,-4.8746425
3.488,1,1,,-22.744075,-12978.804,-4.8756582
3.492,1,1,,-22.744516,-13023.339,-4.8744935
3.496,1,1,,-22.746203,-13069.738,-4.8730624
3.5,1,1,,-22.746364,-13114.896,-4.8744327
3.504,1,1,,-22.74794,-13153.929,-4.8747724
3.508,1,1,,-22.749481,-13198.124,-4.8746932
3.512,1,1,,-22.751031,-13264.938,-4.8744035
3.516,1,1,,-22.753775,-13340.898,-4.8743999
3.52,1,1,,-22.753886,-13410.81,-4.874115
3.524,1,1,,-22.756332,-13475.394,-4.8745447
3.528,1,1,,-22.757411,-13535.936,-4.8751837
3.532,1,1,,-22.758949,-13588.756,-4.8745656
3.536,1,1,,-22.759947,-13629.548,-4.8744649
3.54,1,1,,-22.760314,-13672.005,-4.8754567
3.544,1,1,,-22.761682,-13717.097,-4.8745346
3.548,1,1,,-22.763533,-13757.898,-4.8749089
3.552,1,1,,-22.763998,-13800.304,-4.8751229
3.556,1,1,,-22.765965,-13839.282,-4.8734528
3.56,1,1,,-22.766149,-13878.317,-4.8748702
3.564,1,1,,-22.766969,-13915.674,-4.8743248
3.568,1,1,,-22.768161,-13954.104,-4.8749977
3.572,1,1,,-22.769031,-13991.988,-4.8751062
3.576,1,1,,-22.769669,-14026.786,-4.8741037
3.58,1,1,,-22.77062,-14058.888,-4.8750103
3.584,1,1,,-22.770861,-14091.866,-4.8750675
3.588,1,1,,-22.772289,-14124.456,-4.8742527
3.592,1,1,,-22.773752,-14154.184,-4.8738503
3.596,1,1,,-22.774768,-14181.627,-4.8739958
3.6,1,1,,-22.773153,-14202.486,-4.8752427
3.604,1,1,,-22.774038,-14220.361,-4.8738545
3.608,1,1,,-22.776243,-14237.297,-4.8738331
3.612,1,1,,-22.775704,-14253.618,-4.8731744
3.616,1,1,,-22.77689,-14269.301,-4.8740774
3.62,1,1,,-22.777188,-14285.354,-4.8740339
3.624,1,1,,-22.778219,-14302.72,-4.8748076
3.628,1,1,,-22.776968,-14320.727,-4.8741513
3.632,1,1,,-22.778946,-14338.87,-4.8753732
3.636,1,1,,-22.778625,-14359.143,-4.874264
3.64,1,1,,-22.779736,-14382.088,-4.874981
3.644,1,1,,-22.781483,-14409.152,-4.8734349
3.648,1,1,,-22.781453,-14438.941,-4.8733801
3.652,1,1,,-22.782252,-14468.257,-4.8736775
3.656,1,1,,-22.782788,-14497.384,-4.8742938
3.66,1,1,,-22.783882,-14526.141,-4.8758596
3.664,1,1,,-22.784883,-14557.99,-4.874177
3.668,1,1,,-22.785685,-14587.444,-4.8748213
3.672,1,1,,-22.786239,-14615.43,-4.8737895
3.676,1,1,,-22.786185,-14644.194,-4.8747379
3.68,1,1,,-22.788227,-14675.529,-4.8753428
3.684,1,1,,-22.788194,-14706.823,-4.8748773
3.688,1,1,,-22.788084,-14738.496,-4.8740786
3.692,1,1,,-22.789157,-14767.493,-4.8738128
3.696,1,1,,-22.79087,-14797.258,-4.8748803
3.7,1,1,,-22.790942,-14828.001,-4.8737216
3.704,1,1,,-22.792337,-14855.106,-4.8737818
3.708,1,1,,-22.793362,-14883.421,-4.8744726
3.712,1,1,,-22.792691,-14909.129,-4.8745149
3.716,1,1,,-22.793669,-14932.957,-4.8739016
3.72,1,1,,-22.794211,-14955.777,-4.8737454
3.724,1,1,,-22.795073,-14981.455,-4.8735762
3.728,1,1,,-22.795564,-15007.398,-4.8749924
3.732,1,1,,-22.796265,-15034.536,-4.8746222
3.736,1,1,,-22.796023,-15061.559,-4.8746097
3.74,1,1,,-22.797513,-15090.65,-4.875313
3.744,1,1,,-22.798938,-15121.226,-4.8741013
3.748,1,1,,-22.800577,-15155.977,-4.8742121
3.752,1,1,,-22.800577,-15194.121,-4.8752916
3.756,1,1,,-22.801155,-15235.409,-4.8751009
3.76,1,1,,-22.802142,-15273.286,-4.8736858
3.764,1,1,,-22.804118,-15310.416,-4.8751032
3.768,1,1,,-22.803951,-15345.57,-4.8735183
3.772,1,1,,-22.804284,-15379.415,-4.8749042
3.776,1,1,,-22.805187,-15416.832,-4.8733813
3.78,1,1,,-22.806204,-15455.081,-4.8744923
3.784,1,1,,-22.807563,-15494.376,-4.8737133
3.788,1,1,,-22.809509,-15532.711,-4.8736244
3.792,1,1,,-22.808647,-15570.968,-4.873333
3.796,1,1,,-22.811365,-15603.83,-4.8739958
3.8,1,1,,-22.811744,-15635.508,-4.8741561
3.804,1,1,,-22.811845,-15663.137,-4.8745728
3.808,1,1,,-22.813619,-15688.059,-4.8745966
3.812,1,1,,-22.814054,-15709.947,-4.87468
3.816,1,1,,-22.813666,-15733.144,-4.8737532
3.82,1,1,,-22.814679,-15755.935,-4.8741484
3.824,1,1,,-22.816438,-15776.649,-4.8734939
3.828,1,1,,-22.816149,-15799.242,-4.8742896
3.832,1,1,,-22.816301,-15821.801,-4.8747945
3.836,1,1,,-22.816965,-15845.576,-4.8743361
3.84,1,1,,-22.817076,-15871.477,-4.8752123
3.844,1,1,,-22.818855,-15898.697,-4.874776
3.848,1,1,,-22.818882,-15929.081,-4.8741293
3.852,1,1,,-22.819048,-15964.255,-4.8746765
3.856,1,1,,-22.819877,-16002.376,-4.8748267
3.86,1,1,,-22.822702,-16043.001,-4.8730707
3.864,1,1,,-22.823462,-16084.827,-4.8749751
3.868,1,1,,-22.825608,-16125.104,-4.874447
3.872,1,1,,-22.825337,-16165.34,-4.8746973
3.876,1,1,,-22.825653,-16204.366,-4.8737723
3.88,1,1,,-22.825879,-16242.05,-4.8751879
3.884,1,1,,-22.826472,-16277.991,-4.8748565
3.888,1,1,,-22.828108,-16315.101,-4.8734152
3.892,1,1,,-22.829876,-16351.964,-4.8757124
3.896,1,1,,-22.829724,-16384.624,-4.8732179
3.9,1,1,,-22.830963,-16411.242,-4.8748547
3.904,1,1,,-22.831112,-16435.677,-4.8733586
3.908,1,1,,-22.832692,-16460.635,-4.8748368
3.912,1,1,,-22.830871,-16482.35,-4.8739433
3.916,1,1,,-22.832856,-16505.274,-4.8760307
3.92,1,1,,-22.834316,-16532.937,-4.8739111
3.924,1,1,,-22.83434,-16566.98,-4.8748815
3.928,1,1,,-22.834996,-16601.202,-4.8751944
3.932,1,1,,-22.836495,-16630.696,-4.875589
3.936,1,1,,-22.838042,-16662.067,-4.8741639
3.94,1,1,,-22.837252,-16690.308,-4.8749501
3.944,1,1,,-22.837922,-16720.062,-4.8738658
3.948,1,1,,-22.839666,-16753.623,-4.8739815
3.952,1,1,,-22.840232,-16792.357,-4.8731649
3.956,1,1,,-22.842393,-16833.156,-4.8747885
3.96,1,1,,-22.842399,-16871.47,-4.8738414
3.964,1,1,,-22.843194,-16910.097,-4.874624
3.968,1,1,,-22.844649,-16948.599,-4.8743856
3.972,1,1,,-22.845334,-16984.293,-4.8742056
3.976,1,1,,-22.847203,-17017.482,-4.8742574
3.98,1,1,,-22.847635,-17054.276,-4.8731327
3.984,1,1,,-22.848264,-17091.082,-4.8736888
3.988,1,1,,-22.848597,-17123.885,-4.8730379
3.992,1,1,,-22.848726,-17155.567,-4.8733628
3.996,1,1,,-22.849816,-17188.767,-4.8738819
4.,1,1,,-22.849989,-17218.743,-4.8753053
4.004,1,1,,-22.850207,-17244.586,-4.8745036
4.008,1,1,,-22.851968,-17271.788,-4.8742872
4.012,1,1,,-22.852812,-17298.859,-4.8743814
4.016,1,1,,-22.852508,-17323.354,-4.8742628
4.02,1,1,,-22.854156,-17346.859,-4.8741466
4.024,1,1,,-22.854084,-17372.233,-4.8743922
4.028,1,1,,-22.8555,-17397.286,-4.8740309
4.032,1,1,,-22.856054,-17422.064,-4.8745489
4.036,1,1,,-22.856555,-17449.622,-4.8743087
4.04,1,1,,-22.857198,-17478.387,-4.8750675
4.044,1,1,,-22.858656,-17512.086,-4.8755908
4.048,1,1,,-22.859642,-17547.989,-4.8749322
4.052,1,1,,-22.85907,-17588.03,-4.8744017
4.056,1,1,,-22.861642,-17628.193,-4.8745823
4.06,1,1,,-22.86135,-17669.162,-4.8753601
4.064,1,1,,-22.862774,-17710.909,-4.8751163
4.068,1,1,,-22.863877,-17751.713,-4.8738259
4.072,1,1,,-22.863517,-17789.337,-4.874748
4.076,1,1,,-22.866831,-17825.027,-4.8730403
4.08,1,1,,-22.866237,-17858.653,-4.8736477
4.084,1,1,,-22.867099,-17891.21,-4.8740965
4.088,1,1,,-22.867906,-17924.887,-4.8744869
4.092,1,1,,-22.868786,-17956.373,-4.8748934
4.096,1,1,,-22.869078,-17985.971,-4.8752195
4.1,1,1,,-22.870189,-18011.814,-4.8742372
4.104,1,1,,-22.870347,-18036.585,-4.8744494
4.108,1,1,,-22.871906,-18060.261,-4.8753083
4.112,1,1,,-22.871781,-18082.17,-4.8743761
4.116,1,1,,-22.871572,-18103.796,-4.8731899
4.12,1,1,,-22.873983,-18124.717,-4.873597
4.124,1,1,,-22.873274,-18147.425,-4.875046
4.128,1,1,,-22.874678,-18173.639,-4.8736978
4.132,1,1,,-22.874487,-18206.766,-4.8736125
4.136,1,1,,-22.875384,-18240.333,-4.8749024
4.14,1,1,,-22.877363,-18281.534,-4.8740691
4.144,1,1,,-22.877419,-18320.97,-4.8751783
4.148,1,1,,-22.878748,-18362.042,-4.8737645
4.152,1,1,,-22.87899,-18399.452,-4.8734528
4.156,1,1,,-22.880403,-18437.333,-4.8724437
4.16,1,1,,-22.882337,-18476.391,-4.8750359
4.164,1,1,,-22.882367,-18516.585,-4.8732919
4.168,1,1,,-22.883565,-18556.987,-4.8740953
4.172,1,1,,-22.884199,-18595.606,-4.8749816
4.176,1,1,,-22.885898,-18634.352,-4.8744839
4.18,1,1,,-22.886888,-18670.893,-4.8744202
4.184,1,1,,-22.887802,-18706.045,-4.8746812
4.188,1,1,,-22.887007,-18739.107,-4.8744637
4.192,1,1,,-22.889626,-18770.076,-4.8740435
4.196,1,1,,-22.890118,-18798.214,-4.873898
4.2,1,1,,-22.890595,-18823.785,-4.8736298
4.204,1,1,,-22.891084,-18843.646,-4.8758298
4.208,1,1,,-22.891555,-18861.043,-4.8745847
4.212,1,1,,-22.890681,-18877.333,-4.8739821
4.216,1,1,,-22.89106,-18893.108,-4.8746032
4.22,1,1,,-22.892991,-18910.062,-4.8749197
4.224,1,1,,-22.892842,-18928.751,-4.873966
4.228,1,1,,-22.892189,-18950.759,-4.8750794
4.232,1,1,,-22.89418,-18984.397,-4.87571
4.236,1,1,,-22.894663,-19020.759,-4.873879
4.24,1,1,,-22.896439,-19056.708,-4.8741782
4.244,1,1,,-22.897292,-19093.525,-4.8742932
4.248,1,1,,-22.896612,-19132.832,-4.8747784
4.252,1,1,,-22.899607,-19173.411,-4.8742133
4.256,1,1,,-22.899652,-19212.915,-4.8736435
4.26,1,1,,-22.901446,-19252.552,-4.8730183
4.264,1,1,,-22.901306,-19293.571,-4.8746121
4.268,1,1,,-22.901497,-19332.917,-4.8741394
4.272,1,1,,-22.902072,-19369.854,-4.873594
4.276,1,1,,-22.903624,-19404.423,-4.8733717
4.28,1,1,,-22.90428,-19440.812,-4.8751956
4.284,1,1,,-22.906575,-19474.794,-4.8735493
4.288,1,1,,-22.907552,-19506.069,-4.8741722
4.292,1,1,,-22.906858,-19537.964,-4.8740619
4.296,1,1,,-22.908771,-19565.76,-4.8748904
4.3,1,1,,-22.907818,-19594.853,-4.8742765
4.304,1,1,,-22.909552,-19620.292,-4.8743248
4.308,1,1,,-22.909773,-19640.455,-4.874329
4.312,1,1,,-22.909692,-19659.255,-4.8729247
4.316,1,1,,-22.910658,-19683.686,-4.8731798
4.32,1,1,,-22.911591,-19717.906,-4.8730451
4.324,1,1,,-22.911749,-19747.493,-4.8729062
4.328,1,1,,-22.912264,-19772.419,-4.8746085
4.332,1,1,,-22.912205,-19801.301,-4.8747933
4.336,1,1,,-22.91427,-19827.059,-4.8732698
4.34,1,1,,-22.914842,-19857.447,-4.874571
4.344,1,1,,-22.915614,-19893.445,-4.8756677
4.348,1,1,,-22.915966,-19932.461,-4.8739445
4.352,1,1,,-22.916824,-19973.274,-4.8744756
4.356,1,1,,-22.918815,-20015.684,-4.8740447
4.36,1,1,,-22.918588,-20055.16,-4.8746544
4.364,1,1,,-22.919563,-20096.041,-4.8741823
4.368,1,1,,-22.920415,-20134.76,-4.8747802
4.372,1,1,,-22.921628,-20171.653,-4.8748517
4.376,1,1,,-22.923097,-20206.359,-4.873156
4.38,1,1,,-22.923789,-20241.199,-4.8743594
4.384,1,1,,-22.924757,-20278.277,-4.8745632
4.388,1,1,,-22.925744,-20317.148,-4.8739588
4.392,1,1,,-22.925735,-20352.985,-4.8736268
4.396,1,1,,-22.927571,-20383.273,-4.8734438
4.4,1,1,,-22.928089,-20414.512,-4.8746669
4.404,1,1,,-22.928012,-20442.729,-4.8744452
4.408,1,1,,-22.928819,-20466.208,-4.8740244
4.412,1,1,,-22.92943,-20490.673,-4.873836
4.416,1,1,,-22.930584,-20512.389,-4.8744935
4.42,1,1,,-22.931281,-20531.721,-4.8741734
4.424,1,1,,-22.930235,-20552.1,-4.8743373
4.428,1,1,,-22.930849,-20577.75,-4.8727328
4.432,1,1,,-22.931904,-20603.965,-4.8753661
4.436,1,1,,-22.932768,-20629.135,-4.8739368
4.44,1,1,,-22.933123,-20656.155,-4.8736495
4.444,1,1,,-22.933379,-20685.267,-4.8734182
4.448,1,1,,-22.933898,-20714.45,-4.8741943
4.452,1,1,,-22.935337,-20747.255,-4.8736924
4.456,1,1,,-22.936377,-20784.783,-4.874348
4.46,1,1,,-22.937239,-20821.649,-4.8740029
4.464,1,1,,-22.93858,-20860.285,-4.8749661
4.468,1,1,,-22.939501,-20902.283,-4.8741066
4.472,1,1,,-22.941035,-20946.862,-4.873547
4.476,1,1,,-22.940797,-20986.895,-4.8742378
4.48,1,1,,-22.941649,-21026.491,-4.8747158
4.484,1,1,,-22.94268,-21062.405,-4.8744303
4.488,1,1,,-22.943205,-21095.546,-4.8744541
4.492,1,1,,-22.944439,-21133.463,-4.8758572
4.496,1,1,,-22.94479,-21166.228,-4.8739785
4.5,1,1,,-22.945223,-21196.809,-4.8742026
4.504,1,1,,-22.946447,-21228.181,-4.873448
4.508,1,1,,-22.946829,-21249.117,-4.874652
4.512,1,1,,-22.947869,-21270.066,-4.8732501
4.516,1,1,,-22.948626,-21292.581,-4.8731542
4.52,1,1,,-22.948197,-21309.014,-4.8739207
4.524,1,1,,-22.949282,-21329.343,-4.8742324
4.528,1,1,,-22.949073,-21347.602,-4.8720521
4.532,1,1,,-22.950462,-21365.464,-4.8736125
4.536,1,1,,-22.949589,-21389.28,-4.8738879
4.54,1,1,,-22.949827,-21413.122,-4.8734117
4.544,1,1,,-22.952283,-21442.351,-4.8737025
4.548,1,1,,-22.953046,-21482.711,-4.8746091
4.552,1,1,,-22.953144,-21522.534,-4.8737872
4.556,1,1,,-22.954578,-21561.81,-4.8745
4.56,1,1,,-22.955516,-21596.847,-4.8739487
4.564,1,1,,-22.956202,-21630.836,-4.8742253
4.568,1,1,,-22.957757,-21664.165,-4.873234
4.572,1,1,,-22.957361,-21700.303,-4.8734045
4.576,1,1,,-22.959051,-21735.933,-4.8754579
4.58,1,1,,-22.959185,-21771.595,-4.8735958
4.584,1,1,,-22.960288,-21803.826,-4.8734128
4.588,1,1,,-22.960404,-21837.999,-4.8743695
4.592,1,1,,-22.961372,-21866.649,-4.8733121
4.596,1,1,,-22.96221,-21892.585,-4.8736519
4.6,1,1,,-22.96179,-21913.348,-4.8743951
4.604,1,1,,-22.963569,-21936.201,-4.8749751
4.608,1,1,,-22.963551,-21954.139,-4.8749936
4.612,1,1,,-22.963199,-21968.08,-4.8732531
4.616,1,1,,-22.964689,-21982.789,-4.8729122
4.62,1,1,,-22.966102,-21998.277,-4.8734862
4.624,1,1,,-22.965327,-22017.415,-4.8742884
4.628,1,1,,-22.9653,-22040.972,-4.8733038
4.632,1,1,,-22.966341,-22070.54,-4.8741376
4.636,1,1,,-22.968063,-22099.213,-4.8722589
4.64,1,1,,-22.968245,-22128.114,-4.8741066
4.644,1,1,,-22.968316,-22157.605,-4.8742831
4.648,1,1,,-22.969225,-22193.076,-4.8747534
4.652,1,1,,-22.970876,-22231.396,-4.8738563
4.656,1,1,,-22.97245,-22265.902,-4.8731464
4.66,1,1,,-22.973064,-22308.397,-4.8733532
4.664,1,1,,-22.973338,-22346.185,-4.87414
4.668,1,1,,-22.973705,-22384.889,-4.8747081
4.672,1,1,,-22.974497,-22424.775,-4.8739135
4.676,1,1,,-22.97501,-22462.884,-4.8741531
4.68,1,1,,-22.975922,-22495.461,-4.8738891
4.684,1,1,,-22.977087,-22528.252,-4.8747385
4.688,1,1,,-22.978855,-22559.629,-4.8747414
4.692,1,1,,-22.978726,-22586.027,-4.8740876
4.696,1,1,,-22.979242,-22611.111,-4.8731792
4.7,1,1,,-22.979799,-22632.691,-4.8745251
4.704,1,1,,-22.979975,-22652.082,-4.8729974
4.708,1,1,,-22.980804,-22669.868,-4.8749
4.712,1,1,,-22.981692,-22684.363,-4.8735505
4.716,1,1,,-22.982467,-22701.754,-4.8737735
4.72,1,1,,-22.98356,-22720.258,-4.8732287
4.724,1,1,,-22.983113,-22741.55,-4.8732698
4.728,1,1,,-22.983191,-22766.76,-4.8738617
4.732,1,1,,-22.983742,-22790.027,-4.8747849
4.736,1,1,,-22.984693,-22817.121,-4.8742741
4.74,1,1,,-22.984553,-22845.519,-4.87436
4.744,1,1,,-22.987441,-22877.929,-4.8738551
4.748,1,1,,-22.987694,-22915.417,-4.8759341
4.752,1,1,,-22.989327,-22957.698,-4.8736429
4.756,1,1,,-22.989235,-22996.43,-4.8745883
4.76,1,1,,-22.991044,-23036.92,-4.8740798
4.764,1,1,,-22.990322,-23076.406,-4.8743385
4.768,1,1,,-22.990588,-23111.407,-4.8745537
4.772,1,1,,-22.992999,-23142.94,-4.8734105
4.776,1,1,,-22.993827,-23173.334,-4.8747259
4.78,1,1,,-22.994417,-23206.493,-4.874329
4.784,1,1,,-22.994873,-23235.704,-4.8748678
4.788,1,1,,-22.996196,-23264.66,-4.874469
4.792,1,1,,-22.995508,-23291.987,-4.8746455
4.796,1,1,,-22.996927,-23316.62,-4.8751742
4.8,1,1,,-22.996646,-23334.949,-4.8741454
4.804,1,1,,-22.997797,-23354.734,-4.8752731
4.808,1,1,,-22.998715,-23372.847,-4.8733258
4.812,1,1,,-22.99864,-23385.391,-4.8737019
4.816,1,1,,-22.999144,-23398.641,-4.8732728
4.82,1,1,,-22.999785,-23414.703,-4.8729497
4.824,1,1,,-22.999239,-23431.014,-4.8737305
4.828,1,1,,-23.000497,-23453.453,-4.8739356
4.832,1,1,,-23.000563,-23478.967,-4.8755801
4.836,1,1,,-23.001054,-23505.053,-4.87418
4.84,1,1,,-23.002774,-23537.265,-4.8742139
4.844,1,1,,-23.003459,-23570.889,-4.8743463
4.848,1,1,,-23.003385,-23605.061,-4.8747665
4.852,1,1,,-23.004788,-23640.823,-4.8745948
4.856,1,1,,-23.005957,-23679.794,-4.8740751
4.86,1,1,,-23.006648,-23717.919,-4.8733932
4.864,1,1,,-23.007375,-23753.218,-4.8735344
4.868,1,1,,-23.007992,-23784.05,-4.8736244
4.872,1,1,,-23.007542,-23820.756,-4.8738068
4.876,1,1,,-23.008937,-23849.1,-4.8735768
4.88,1,1,,-23.010558,-23882.546,-4.8746562
4.884,1,1,,-23.011044,-23914.95,-4.8734891
4.888,1,1,,-23.012263,-23941.743,-4.874118
4.892,1,1,,-23.012677,-23969.778,-4.8733664
4.896,1,1,,-23.013443,-23989.233,-4.8728979
4.9,1,1,,-23.013425,-24009.42,-4.8739374
4.904,1,1,,-23.012504,-24026.449,-4.8735571
4.908,1,1,,-23.014585,-24040.887,-4.8734885
4.912,1,1,,-23.013431,-24051.099,-4.8746836
4.916,1,1,,-23.013693,-24065.572,-4.8741406
4.92,1,1,,-23.015252,-24082.749,-4.8742884
4.924,1,1,,-23.016733,-24103.418,-4.8734492
4.928,1,1,,-23.017669,-24132.372,-4.8739916
4.932,1,1,,-23.016596,-24159.533,-4.8742461
4.936,1,1,,-23.01789,-24189.241,-4.8741353
4.94,1,1,,-23.019243,-24216.041,-4.8737431
4.944,1,1,,-23.020193,-24240.884,-4.8741335
4.948,1,1,,-23.020998,-24269.144,-4.8741889
4.952,1,1,,-23.020494,-24296.708,-4.8742664
4.956,1,1,,-23.020977,-24327.333,-4.8739791
4.96,1,1,,-23.022107,-24359.967,-4.8741066
4.964,1,1,,-23.023552,-24390.54,-4.8746979
4.968,1,1,,-23.023874,-24423.023,-4.8735082
4.972,1,1,,-23.025489,-24448.751,-4.8743993
4.976,1,1,,-23.02408,-24473.225,-4.8740608
4.98,1,1,,-23.026458,-24499.168,-4.8747945
4.984,1,1,,-23.025784,-24523.941,-4.875288
4.988,1,1,,-23.025859,-24538.24,-4.8731023
4.992,1,1,,-23.026347,-24511.217,-4.8753995
4.996,1,1,,-23.0254,-24476.245,-4.8742336
5.,1,1,,-23.024866,-24439.47,-4.8743415
5.004,1,1,,-23.023665,-24399.318,-4.8741478
5.008,1,1,,-23.021517,-24353.631,-4.874351
5.012,1,1,,-23.022336,-24303.305,-4.8734635
5.016,1,1,,-23.022312,-24255.708,-4.8748004
5.02,1,1,,-23.02059,-24207.251,-4.8744428
5.024,1,1,,-23.019487,-24166.866,-4.8750311
5.028,1,1,,-23.019135,-24127.722,-4.8754877
5.032,1,1,,-23.018557,-24097.013,-4.8756301
5.036,1,1,,-23.018864,-24071.246,-4.8733103
5.04,1,1,,-23.018283,-24049.181,-4.8747844
5.044,1,1,,-23.018384,-24034.528,-4.8728782
5.048,1,1,,-23.018244,-24025.75,-4.8732877
5.052,1,1,,-23.017907,-24018.551,-4.8739338
5.056,1,1,,-23.018974,-24014.346,-4.8736185
5.06,1,1,,-23.018131,-24011.941,-4.8742765
5.064,1,1,,-23.01752,-24009.065,-4.8727185
5.068,1,1,,-23.018244,-24009.347,-4.8748046
5.072,1,1,,-23.017988,-24007.903,-4.873454
5.076,1,1,,-23.018375,-24008.313,-4.8744613
5.08,1,1,,-23.018241,-24008.286,-4.8730999
5.084,1,1,,-23.018149,-24007.796,-4.8727167
5.088,1,1,,-23.018208,-24007.811,-4.8753935
5.092,1,1,,-23.017994,-24008.386,-4.8734063
5.096,1,1,,-23.018143,-24007.559,-4.8742294
5.1,1,1,,-23.017443,-24007.072,-4.873628
5.104,1,1,,-23.017839,-24002.224,-4.8735279
5.108,1,1,,-23.018778,-24001.15,-4.8742044
5.112,1,1,,-23.016313,-23985.489,-4.8737568
5.116,1,1,,-22.950101,-22564.28,-4.8737943
